original,new
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |428046,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |428073,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |428100,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |428127,M400P Individual Contribution to Group Learning (20 percent) 
M400P Individual Contribution to Group Learning (20 percent) [Total Pts: 100 Score] |428154,M400P Individual Contribution to Group Learning (20 percent) 
Mid Term Class Part. [Total Pts: 100 Letter] |416084,Mid Term Class Part. 
Mid-Course Grade [Total Pts: 100 Score] |416082,Mid-Course Grade 
Mid-Point CTGL (0%) [Total Pts: 100 Letter] |404184,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Pass/Fail] |403704,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403734,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403794,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403824,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403854,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403884,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403914,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403944,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |403974,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404004,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404034,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404064,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404094,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404124,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404154,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404214,Mid-Point CTGL (0%) 
Mid-Point CTGL (0%) [Total Pts: 100 Score] |404244,Mid-Point CTGL (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421810,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421833,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421875,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421902,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421925,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421948,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421971,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |421994,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422017,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422040,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422063,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422086,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422109,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422132,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422155,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422178,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422201,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Mid-Point Individual Contribution to Group Learning (CTGL) (0%) [Total Pts: 100 Score] |422224,Mid-Point Individual Contribution to Group Learning (CTGL) (0%) 
Midpoint CTGL Assessment [Total Pts: 0 Score] |416296,Midpoint CTGL Assessment 
Midpoint CTGL Grades [Total Pts: 100 Score] |428273,Midpoint CTGL Grades 
Midterm Ballpark CTGL [Total Pts: 100 Letter] |417455,Midterm Ballpark CTGL 
Midterm Ballpark CTGL [Total Pts: 100 Score] |420038,Midterm Ballpark CTGL 
Midterm Contribution to Group Learning [Total Pts: 100 Letter] |420033,Midterm Contribution to Group Learning 
S100B1 Pretest [Total Pts: 99.96735 Pass/Fail] |402944,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Pass/Fail] |403084,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Pass/Fail] |403112,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Pass/Fail] |403336,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Pass/Fail] |403420,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |402972,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403028,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403056,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403140,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403168,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403196,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403224,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403252,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403280,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403308,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403364,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403392,S100B1 Pretest 
S100B1 Pretest [Total Pts: 99.96735 Score] |403448,S100B1 Pretest 
"Total [Total Pts: up to 1,700 Score] |417624",Total 
"Total [Total Pts: up to 1,700 Score] |417723",Total 
"Total [Total Pts: up to 1,700 Score] |417921",Total 
"Total [Total Pts: up to 1,700 Score] |418020",Total 
"Total [Total Pts: up to 1,700 Score] |418119",Total 
"Total [Total Pts: up to 1,700 Score] |418218",Total 
"Total [Total Pts: up to 1,700 Score] |418416",Total 
"Total [Total Pts: up to 1,700 Score] |418515",Total 
"Total [Total Pts: up to 1,700 Score] |418614",Total 
"Total [Total Pts: up to 1,700 Score] |418812",Total 
"Total [Total Pts: up to 1,700 Score] |418911",Total 
"Total [Total Pts: up to 1,700 Score] |419010",Total 
"Total [Total Pts: up to 1,700 Score] |419109",Total 
"Total [Total Pts: up to 1,700 Score] |419208",Total 
"Total [Total Pts: up to 1,700 Score] |419307",Total 
"Total [Total Pts: up to 1,700 Score] |419406",Total 
"Total [Total Pts: up to 1,800 Score] |418317",Total 
"Total [Total Pts: up to 1,800 Score] |418713",Total 
Total [Total Pts: up to 300 Score] |404642,Total 
Total [Total Pts: up to 300 Score] |404664,Total 
Total [Total Pts: up to 300 Score] |404708,Total 
Total [Total Pts: up to 300 Score] |404730,Total 
Total [Total Pts: up to 300 Score] |404752,Total 
Total [Total Pts: up to 300 Score] |404774,Total 
Total [Total Pts: up to 300 Score] |404796,Total 
Total [Total Pts: up to 300 Score] |404818,Total 
Total [Total Pts: up to 300 Score] |404840,Total 
Total [Total Pts: up to 300 Score] |404862,Total 
Total [Total Pts: up to 300 Score] |404884,Total 
Total [Total Pts: up to 300 Score] |404906,Total 
Total [Total Pts: up to 300 Score] |404928,Total 
Total [Total Pts: up to 300 Score] |404950,Total 
Total [Total Pts: up to 300 Score] |404972,Total 
Total [Total Pts: up to 300 Score] |404994,Total 
Total [Total Pts: up to 300 Score] |405016,Total 
Total [Total Pts: up to 300 Score] |405038,Total 
Total [Total Pts: up to 300 Score] |421086,Total 
Total [Total Pts: up to 300 Score] |421115,Total 
Total [Total Pts: up to 300 Score] |421173,Total 
Total [Total Pts: up to 300 Score] |421202,Total 
Total [Total Pts: up to 300 Score] |421231,Total 
Total [Total Pts: up to 300 Score] |421260,Total 
Total [Total Pts: up to 300 Score] |421289,Total 
Total [Total Pts: up to 300 Score] |421318,Total 
Total [Total Pts: up to 300 Score] |421347,Total 
Total [Total Pts: up to 300 Score] |421376,Total 
Total [Total Pts: up to 300 Score] |421434,Total 
Total [Total Pts: up to 300 Score] |421463,Total 
Total [Total Pts: up to 300 Score] |421492,Total 
Total [Total Pts: up to 300 Score] |421521,Total 
Total [Total Pts: up to 300 Score] |421550,Total 
Total [Total Pts: up to 300 Score] |421566,Total 
Total [Total Pts: up to 300 Score] |421608,Total 
Total [Total Pts: up to 300 Score] |422608,Total 
Total [Total Pts: up to 300 Score] |422618,Total 
Total [Total Pts: up to 300 Score] |422638,Total 
Total [Total Pts: up to 300 Score] |422648,Total 
Total [Total Pts: up to 300 Score] |422668,Total 
Total [Total Pts: up to 300 Score] |422678,Total 
Total [Total Pts: up to 300 Score] |422688,Total 
Total [Total Pts: up to 300 Score] |422698,Total 
Total [Total Pts: up to 300 Score] |422708,Total 
Total [Total Pts: up to 300 Score] |422718,Total 
Total [Total Pts: up to 300 Score] |422728,Total 
Total [Total Pts: up to 300 Score] |422738,Total 
Total [Total Pts: up to 300 Score] |422748,Total 
Total [Total Pts: up to 300 Score] |422758,Total 
Total [Total Pts: up to 300 Score] |422768,Total 
Total [Total Pts: up to 300 Score] |422778,Total 
Total [Total Pts: up to 300 Score] |422788,Total 
Total [Total Pts: up to 300 Score] |427643,Total 
Total [Total Pts: up to 300 Score] |427670,Total 
Total [Total Pts: up to 300 Score] |427724,Total 
Total [Total Pts: up to 300 Score] |427751,Total 
Total [Total Pts: up to 300 Score] |427778,Total 
Total [Total Pts: up to 300 Score] |427805,Total 
Total [Total Pts: up to 300 Score] |427832,Total 
Total [Total Pts: up to 300 Score] |427859,Total 
Total [Total Pts: up to 300 Score] |427886,Total 
Total [Total Pts: up to 300 Score] |427913,Total 
Total [Total Pts: up to 300 Score] |427940,Total 
Total [Total Pts: up to 300 Score] |427967,Total 
Total [Total Pts: up to 300 Score] |427994,Total 
Total [Total Pts: up to 300 Score] |428021,Total 
Total [Total Pts: up to 300 Score] |428048,Total 
Total [Total Pts: up to 300 Score] |428075,Total 
Total [Total Pts: up to 300 Score] |428102,Total 
Total [Total Pts: up to 300 Score] |428129,Total 
Total [Total Pts: up to 400 Score] |403700,Total 
Total [Total Pts: up to 400 Score] |403730,Total 
Total [Total Pts: up to 400 Score] |403790,Total 
Total [Total Pts: up to 400 Score] |403820,Total 
Total [Total Pts: up to 400 Score] |403850,Total 
Total [Total Pts: up to 400 Score] |403880,Total 
Total [Total Pts: up to 400 Score] |403910,Total 
Total [Total Pts: up to 400 Score] |403940,Total 
Total [Total Pts: up to 400 Score] |403970,Total 
Total [Total Pts: up to 400 Score] |404030,Total 
Total [Total Pts: up to 400 Score] |404060,Total 
Total [Total Pts: up to 400 Score] |404090,Total 
Total [Total Pts: up to 400 Score] |404120,Total 
Total [Total Pts: up to 400 Score] |404150,Total 
Total [Total Pts: up to 400 Score] |404180,Total 
Total [Total Pts: up to 400 Score] |404210,Total 
Total [Total Pts: up to 400 Score] |404240,Total 
Total [Total Pts: up to 400 Score] |411781,Total 
Total [Total Pts: up to 400 Score] |411824,Total 
Total [Total Pts: up to 400 Score] |411910,Total 
Total [Total Pts: up to 400 Score] |411953,Total 
Total [Total Pts: up to 400 Score] |411996,Total 
Total [Total Pts: up to 400 Score] |412039,Total 
Total [Total Pts: up to 400 Score] |412082,Total 
Total [Total Pts: up to 400 Score] |412125,Total 
Total [Total Pts: up to 400 Score] |412168,Total 
Total [Total Pts: up to 400 Score] |412211,Total 
Total [Total Pts: up to 400 Score] |412241,Total 
Total [Total Pts: up to 400 Score] |412297,Total 
Total [Total Pts: up to 400 Score] |412340,Total 
Total [Total Pts: up to 400 Score] |412383,Total 
Total [Total Pts: up to 400 Score] |412426,Total 
Total [Total Pts: up to 400 Score] |412469,Total 
Total [Total Pts: up to 400 Score] |412512,Total 
Total [Total Pts: up to 400 Score] |412555,Total 
Total [Total Pts: up to 400 Score] |421808,Total 
Total [Total Pts: up to 400 Score] |421869,Total 
Total [Total Pts: up to 400 Score] |421900,Total 
Total [Total Pts: up to 400 Score] |421923,Total 
Total [Total Pts: up to 400 Score] |421946,Total 
Total [Total Pts: up to 400 Score] |421969,Total 
Total [Total Pts: up to 400 Score] |421992,Total 
Total [Total Pts: up to 400 Score] |422015,Total 
Total [Total Pts: up to 400 Score] |422038,Total 
Total [Total Pts: up to 400 Score] |422061,Total 
Total [Total Pts: up to 400 Score] |422084,Total 
Total [Total Pts: up to 400 Score] |422107,Total 
Total [Total Pts: up to 400 Score] |422130,Total 
Total [Total Pts: up to 400 Score] |422153,Total 
Total [Total Pts: up to 400 Score] |422176,Total 
Total [Total Pts: up to 400 Score] |422199,Total 
Total [Total Pts: up to 400 Score] |422222,Total 
Total [Total Pts: up to 400 Score] |422658,Total 
Total [Total Pts: up to 400 Score] |423176,Total 
Total [Total Pts: up to 400 Score] |423216,Total 
Total [Total Pts: up to 400 Score] |423256,Total 
Total [Total Pts: up to 400 Score] |423336,Total 
Total [Total Pts: up to 400 Score] |423369,Total 
Total [Total Pts: up to 400 Score] |423416,Total 
Total [Total Pts: up to 400 Score] |423456,Total 
Total [Total Pts: up to 400 Score] |423496,Total 
Total [Total Pts: up to 400 Score] |423536,Total 
Total [Total Pts: up to 400 Score] |423576,Total 
Total [Total Pts: up to 400 Score] |423616,Total 
Total [Total Pts: up to 400 Score] |423656,Total 
Total [Total Pts: up to 400 Score] |423696,Total 
Total [Total Pts: up to 400 Score] |423736,Total 
Total [Total Pts: up to 400 Score] |423776,Total 
Total [Total Pts: up to 400 Score] |423816,Total 
Total [Total Pts: up to 400 Score] |423856,Total 
Total [Total Pts: up to 400 Score] |423896,Total 
Total [Total Pts: up to 400 Score] |424206,Total 
Total [Total Pts: up to 400 Score] |424247,Total 
Total [Total Pts: up to 400 Score] |424329,Total 
Total [Total Pts: up to 400 Score] |424370,Total 
Total [Total Pts: up to 400 Score] |424411,Total 
Total [Total Pts: up to 400 Score] |424452,Total 
Total [Total Pts: up to 400 Score] |424493,Total 
Total [Total Pts: up to 400 Score] |424534,Total 
Total [Total Pts: up to 400 Score] |424575,Total 
Total [Total Pts: up to 400 Score] |424616,Total 
Total [Total Pts: up to 400 Score] |424657,Total 
Total [Total Pts: up to 400 Score] |424698,Total 
Total [Total Pts: up to 400 Score] |424739,Total 
Total [Total Pts: up to 400 Score] |424780,Total 
Total [Total Pts: up to 400 Score] |424821,Total 
Total [Total Pts: up to 400 Score] |424862,Total 
Total [Total Pts: up to 400 Score] |424903,Total 
Total [Total Pts: up to 400 Score] |424944,Total 
Total [Total Pts: up to 400 Score] |426433,Total 
Total [Total Pts: up to 400 Score] |426466,Total 
Total [Total Pts: up to 400 Score] |426532,Total 
Total [Total Pts: up to 400 Score] |426565,Total 
Total [Total Pts: up to 400 Score] |426598,Total 
Total [Total Pts: up to 400 Score] |426631,Total 
Total [Total Pts: up to 400 Score] |426664,Total 
Total [Total Pts: up to 400 Score] |426697,Total 
Total [Total Pts: up to 400 Score] |426730,Total 
Total [Total Pts: up to 400 Score] |426763,Total 
Total [Total Pts: up to 400 Score] |426796,Total 
Total [Total Pts: up to 400 Score] |426829,Total 
Total [Total Pts: up to 400 Score] |426862,Total 
Total [Total Pts: up to 400 Score] |426895,Total 
Total [Total Pts: up to 400 Score] |426928,Total 
Total [Total Pts: up to 400 Score] |426961,Total 
Total [Total Pts: up to 400 Score] |426994,Total 
Total [Total Pts: up to 400 Score] |427027,Total 
Total [Total Pts: up to 500 Score] |404000,Total 
Total [Total Pts: up to 500 Score] |409280,Total 
Total [Total Pts: up to 500 Score] |409289,Total 
Total [Total Pts: up to 500 Score] |409428,Total 
Total [Total Pts: up to 500 Score] |409478,Total 
Total [Total Pts: up to 500 Score] |409528,Total 
Total [Total Pts: up to 500 Score] |409578,Total 
Total [Total Pts: up to 500 Score] |409628,Total 
Total [Total Pts: up to 500 Score] |409678,Total 
Total [Total Pts: up to 500 Score] |409728,Total 
Total [Total Pts: up to 500 Score] |409778,Total 
Total [Total Pts: up to 500 Score] |409828,Total 
Total [Total Pts: up to 500 Score] |409878,Total 
Total [Total Pts: up to 500 Score] |409928,Total 
Total [Total Pts: up to 500 Score] |409978,Total 
Total [Total Pts: up to 500 Score] |410028,Total 
Total [Total Pts: up to 500 Score] |410078,Total 
Total [Total Pts: up to 500 Score] |410128,Total 
Total [Total Pts: up to 500 Score] |410178,Total 
Total [Total Pts: up to 500 Score] |415266,Total 
Total [Total Pts: up to 500 Score] |415300,Total 
Total [Total Pts: up to 500 Score] |415368,Total 
Total [Total Pts: up to 500 Score] |415402,Total 
Total [Total Pts: up to 500 Score] |415436,Total 
Total [Total Pts: up to 500 Score] |415470,Total 
Total [Total Pts: up to 500 Score] |415504,Total 
Total [Total Pts: up to 500 Score] |415538,Total 
Total [Total Pts: up to 500 Score] |415572,Total 
Total [Total Pts: up to 500 Score] |415606,Total 
Total [Total Pts: up to 500 Score] |415640,Total 
Total [Total Pts: up to 500 Score] |415674,Total 
Total [Total Pts: up to 500 Score] |415708,Total 
Total [Total Pts: up to 500 Score] |415742,Total 
Total [Total Pts: up to 500 Score] |415776,Total 
Total [Total Pts: up to 500 Score] |415810,Total 
Total [Total Pts: up to 500 Score] |415844,Total 
Total [Total Pts: up to 500 Score] |415878,Total 
Total [Total Pts: up to 500 Score] |421831,Total 
Total [Total Pts: up to 600 Score] |405396,Total 
Total [Total Pts: up to 600 Score] |405494,Total 
Total [Total Pts: up to 600 Score] |405690,Total 
Total [Total Pts: up to 600 Score] |405788,Total 
Total [Total Pts: up to 600 Score] |405886,Total 
Total [Total Pts: up to 600 Score] |405984,Total 
Total [Total Pts: up to 600 Score] |406180,Total 
Total [Total Pts: up to 600 Score] |406278,Total 
Total [Total Pts: up to 600 Score] |406376,Total 
Total [Total Pts: up to 600 Score] |406474,Total 
Total [Total Pts: up to 600 Score] |406572,Total 
Total [Total Pts: up to 600 Score] |406670,Total 
Total [Total Pts: up to 600 Score] |406768,Total 
Total [Total Pts: up to 600 Score] |406964,Total 
Total [Total Pts: up to 600 Score] |407062,Total 
Total [Total Pts: up to 600 Score] |407160,Total 
Total [Total Pts: up to 699.96 Score] |406082,Total 
Total [Total Pts: up to 699.96735 Score] |402918,Total 
Total [Total Pts: up to 699.96735 Score] |403001,Total 
Total [Total Pts: up to 699.96735 Score] |403030,Total 
Total [Total Pts: up to 699.96735 Score] |403058,Total 
Total [Total Pts: up to 699.96735 Score] |403086,Total 
Total [Total Pts: up to 699.96735 Score] |403114,Total 
Total [Total Pts: up to 699.96735 Score] |403142,Total 
Total [Total Pts: up to 699.96735 Score] |403170,Total 
Total [Total Pts: up to 699.96735 Score] |403198,Total 
Total [Total Pts: up to 699.96735 Score] |403226,Total 
Total [Total Pts: up to 699.96735 Score] |403254,Total 
Total [Total Pts: up to 699.96735 Score] |403282,Total 
Total [Total Pts: up to 699.96735 Score] |403310,Total 
Total [Total Pts: up to 699.96735 Score] |403338,Total 
Total [Total Pts: up to 699.96735 Score] |403366,Total 
Total [Total Pts: up to 699.96735 Score] |403394,Total 
Total [Total Pts: up to 699.96735 Score] |403422,Total 
Total [Total Pts: up to 699.9999 Score] |406866,Total 
Total [Total Pts: up to 799.96735 Score] |402946,Total 
Username,Username
Weighted Total [Total Pts: up to 100 Letter] |421085,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421114,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421172,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421201,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421230,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421259,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421288,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421317,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421346,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421375,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421433,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421462,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421491,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421520,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421549,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421561,Weighted Total 
Weighted Total [Total Pts: up to 100 Letter] |421607,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403702,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403732,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403792,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403822,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403852,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403882,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403912,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403942,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |403972,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404002,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404032,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404062,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404092,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404122,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404152,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404182,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404212,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404242,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404637,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404659,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404703,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404725,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404747,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404769,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404791,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404813,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404835,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404857,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404879,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404901,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404923,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404945,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404967,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |404989,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405011,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405033,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405395,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405493,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405689,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405787,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405885,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |405983,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406081,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406179,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406277,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406375,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406473,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406571,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406669,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406767,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406865,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |406963,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |407061,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |407159,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409277,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409279,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409427,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409477,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409527,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409577,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409627,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409677,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409727,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409777,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409827,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409877,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409927,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |409977,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |410027,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |410077,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |410127,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |410177,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |411779,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |411822,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |411908,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |411951,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |411994,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412037,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412080,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412123,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412166,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412209,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412231,Weighted Total 
Weighted Total [Total Pts: up to 100 Percentage] |412295,Weighted Total 
